"","x"
"778","00/10-17-082-20W6/0"
"779","00/11-09-087-23W6/0"
"780","00/11-36-082-20W6/0"
"781","00/12-04-082-18W6/2"
"782","00/12-04-082-19W6/2"
"783","00/12-15-081-17W6/0"
"784","00/12-23-086-01W6/0"
"785","00/12-26-086-01W6/0"
"786","00/13-05-083-19W6/2"
"787","00/13-08-082-19W6/0"
"788","00/13-08-084-22W6/0"
"789","00/13-13-081-17W6/2"
"790","00/13-15-081-17W6/0"
"791","00/13-18-082-17W6/2"
"792","00/13-18-082-19W6/0"
"793","00/13-22-082-20W6/2"
"794","00/15-15-088-23W6/0"
"795","00/15-31-081-19W6/0"
"796","00/16-02-081-16W6/0"
"797","00/16-16-081-17W6/0"
"798","00/16-25-081-18W6/0"
"799","00/16-29-081-18W6/2"
"800","00/A-045-B/093-P-09/0"
"801","00/A-096-A/093-P-09/0"
"802","00/A-097-A/093-P-09/0"
"803","00/B-080-B/093-P-09/2"
"804","00/B-096-A/093-P-09/0"
"805","00/B-097-A/093-P-09/0"
"806","00/C-100-A/093-P-09/0"
"807","00/D-083-G/093-P-01/0"
"808","02/02-23-086-01W6/0"
"809","02/02-26-086-01W6/0"
"810","02/02-34-087-06W6/0"
"811","02/04-04-082-18W6/0"
"812","02/04-13-081-17W6/0"
"813","02/04-15-081-17W6/0"
"814","02/05-01-081-16W6/0"
"815","02/05-04-082-18W6/0"
"816","02/05-13-081-17W6/0"
"817","02/06-05-083-19W6/0"
"818","02/08-06-081-17W6/0"
"819","02/08-07-085-18W6/0"
"820","02/08-19-081-17W6/0"
"821","02/11-23-086-01W6/0"
"822","02/12-15-081-17W6/0"
"823","02/12-26-086-01W6/0"
"824","02/15-02-081-16W6/0"
"825","02/15-22-086-01W6/0"
"826","02/15-23-086-01W6/0"
"827","02/A-091-B/093-P-09/2"
"828","02/A-096-A/093-P-09/0"
"829","02/C-098-B/093-P-09/0"
"830","03/01-16-081-17W6/0"
"831","03/04-20-081-17W6/0"
"832","03/10-23-086-01W6/0"
"833","03/11-19-088-24W6/0"
"834","03/15-23-086-01W6/0"
"835","03/B-090-A/093-P-09/0"
"836","04/04-20-081-17W6/0"
"837","04/11-19-088-24W6/0"
"838","04/13-17-081-17W6/0"
"839","05/13-17-081-17W6/0"
"840","00/A-005-G/093-P-09/3"
"841","00/A-006-D/094-A-13/2"
"842","00/A-010-H/093-P-09/0"
"843","00/A-010-L/094-A-14/2"
"844","00/A-015-J/094-B-16/0"
"845","00/A-044-C/094-G-01/0"
"846","00/A-044-D/094-A-13/0"
"847","00/A-046-A/094-B-16/0"
"848","00/A-051-J/094-B-09/0"
"849","00/A-054-I/094-B-09/0"
"850","00/A-056-J/094-B-09/0"
"851","00/A-058-I/094-A-12/0"
"852","00/A-068-G/094-B-08/0"
"853","00/A-070-D/094-A-13/2"
"854","00/A-072-I/094-B-09/2"
"855","00/A-085-I/094-A-12/0"
"856","00/A-091-J/094-B-09/0"
"857","00/A-095-A/094-G-01/0"
"858","00/A-096-A/094-G-01/0"
"859","00/A-098-A/094-G-01/0"
"860","00/A-100-D/094-A-13/0"
"861","00/A-100-E/094-A-13/0"
"862","00/A-100-H/094-B-09/0"
"863","00/B-004-H/094-G-01/0"
"864","00/B-007-G/093-P-09/0"
"865","00/B-011-G/093-P-09/0"
"866","00/B-014-J/094-B-16/0"
"867","00/B-017-C/094-G-01/0"
"868","00/B-018-G/093-P-09/0"
"869","00/B-026-H/093-P-09/0"
"870","00/B-027-H/094-B-16/0"
"871","00/B-032-A/094-G-01/2"
"872","00/B-036-H/094-B-16/0"
"873","00/B-042-G/093-P-09/0"
"874","00/B-043-H/093-P-09/0"
"875","00/B-049-C/094-G-01/0"
"876","00/B-049-D/094-A-05/2"
"877","00/B-051-F/093-P-09/0"
"878","00/B-060-H/093-P-09/0"
"879","00/B-060-I/094-B-09/0"
"880","00/B-061-D/094-A-13/0"
"881","00/B-068-H/094-B-16/0"
"882","00/B-080-L/094-A-04/0"
"883","00/B-081-D/094-G-01/0"
"884","00/B-089-J/094-B-16/0"
"885","00/B-095-A/094-G-01/2"
"886","00/B-095-G/094-B-08/2"
"887","00/B-095-H/094-B-16/0"
"888","00/B-096-A/094-G-01/0"
"889","00/C-001-I/094-B-09/0"
"890","00/C-004-G/093-P-09/0"
"891","00/C-012-K/094-B-08/2"
"892","00/C-013-G/093-P-09/0"
"893","00/C-020-H/093-P-09/0"
"894","00/C-025-C/094-A-13/0"
"895","00/C-027-B/094-B-16/0"
"896","00/C-029-H/093-P-09/0"
"897","00/C-035-H/094-B-16/0"
"898","00/C-050-H/093-P-09/0"
"899","00/C-053-G/094-B-08/0"
"900","00/C-062-J/094-B-16/0"
"901","00/C-063-I/094-B-01/0"
"902","00/C-065-I/094-B-01/0"
"903","00/C-066-H/094-B-16/0"
"904","00/C-072-I/094-B-01/0"
"905","00/C-081-F/094-G-01/0"
"906","00/C-085-I/094-A-12/0"
"907","00/C-086-H/094-B-16/2"
"908","00/C-088-A/094-G-01/2"
"909","00/C-089-C/094-G-01/0"
"910","00/C-090-E/094-A-13/0"
"911","00/C-098-C/094-G-01/0"
"912","00/D-002-I/094-B-09/2"
"913","00/D-006-J/094-B-16/0"
"914","00/D-007-E/094-G-01/0"
"915","00/D-013-F/093-P-09/0"
"916","00/D-016-B/094-G-01/0"
"917","00/D-019-G/093-P-09/0"
"918","00/D-021-K/094-A-13/2"
"919","00/D-022-G/094-B-08/0"
"920","00/D-022-J/094-B-09/0"
"921","00/D-023-B/094-B-16/0"
"922","00/D-024-F/093-P-09/0"
"923","00/D-025-H/093-P-09/0"
"924","00/D-027-B/094-B-16/0"
"925","00/D-037-H/093-P-09/0"
"926","00/D-037-I/094-B-08/0"
"927","00/D-041-I/094-B-16/0"
"928","00/D-046-G/094-B-08/0"
"929","00/D-060-D/094-A-13/0"
"930","00/D-060-E/094-A-13/0"
"931","00/D-067-J/094-B-09/0"
"932","00/D-072-G/094-B-08/0"
"933","00/D-072-K/094-B-16/0"
"934","00/D-087-C/094-G-01/0"
"935","00/D-088-F/094-G-01/0"
"936","00/D-090-E/094-A-13/0"
"937","00/D-095-A/094-B-16/0"
"938","00/D-096-L/094-A-14/0"
"939","00/D-100-I/094-B-09/0"
"940","02/A-044-C/094-G-01/0"
"941","02/A-048-J/094-B-16/0"
"942","02/A-059-J/094-B-16/0"
"943","02/A-067-C/094-G-01/0"
"944","02/A-070-D/094-A-13/0"
"945","02/A-072-I/094-B-09/0"
"946","02/A-096-A/094-G-01/0"
"947","02/B-006-H/093-P-09/0"
"948","02/B-012-C/094-G-01/0"
"949","02/B-032-A/094-G-01/0"
"950","02/B-051-G/094-B-16/0"
"951","02/B-055-D/094-G-01/0"
"952","02/B-058-G/094-G-01/0"
"953","02/B-060-H/093-P-09/0"
"954","02/B-068-H/094-B-16/0"
"955","02/B-073-I/094-B-01/0"
"956","02/B-095-G/094-B-08/0"
"957","02/B-100-H/094-B-16/0"
"958","02/C-023-J/094-B-08/0"
"959","02/C-026-A/094-A-13/0"
"960","02/C-027-B/094-B-16/0"
"961","02/C-029-J/094-B-08/0"
"962","02/C-046-E/094-A-13/0"
"963","02/C-070-B/094-G-01/0"
"964","02/C-079-J/094-B-16/0"
"965","02/C-081-F/094-G-01/0"
"966","02/C-090-E/094-A-13/0"
"967","02/C-091-E/094-G-01/0"
"968","02/D-007-E/094-G-01/0"
"969","02/D-016-B/094-G-01/0"
"970","02/D-021-G/093-P-09/0"
"971","02/D-025-H/093-P-09/0"
"972","02/D-038-J/094-B-16/0"
"973","02/D-041-I/094-B-16/0"
"974","02/D-042-I/094-B-16/0"
"975","02/D-062-J/094-B-16/0"
"976","02/D-065-I/094-B-01/0"
"977","02/D-082-F/094-G-01/0"
"978","02/D-088-F/094-G-01/0"
"979","02/D-090-E/094-A-13/0"
"980","02/D-095-A/094-B-16/0"
"981","02/D-100-H/094-B-16/0"
"982","03/A-091-J/094-B-09/0"
"983","03/C-023-J/094-B-08/0"
"984","03/C-070-B/094-G-01/0"
"985","03/C-100-I/094-B-09/0"
"986","03/D-007-E/094-G-01/0"
"987","03/D-060-E/094-A-13/0"
"988","03/D-062-J/094-B-16/0"
"989","03/D-072-G/094-B-08/0"
"990","03/D-078-J/094-B-16/0"
"991","03/D-082-L/094-B-16/0"
"992","04/A-091-G/094-B-16/0"
"993","00/A-008-E/094-H-05/0"
"994","00/A-028-A/094-H-04/0"
"995","00/A-032-D/094-H-04/0"
"996","00/A-034-D/094-H-03/0"
"997","02/03-29-081-17W6/0"
"998","02/11-05-068-05W6/0"
"999","02/13-34-067-04W6/0"
"1000","02/15-35-063-05W6/0"
"1001","03/03-29-081-17W6/0"
"1002","00/A-044-D/094-H-03/0"
"1003","00/A-050-J/094-G-02/2"
"1004","00/A-060-K/094-H-03/0"
"1005","00/A-064-D/094-H-03/2"
"1006","00/A-073-L/094-H-03/0"
"1007","00/A-075-G/094-H-04/2"
"1008","00/A-086-H/094-H-04/0"
"1009","00/A-092-D/094-H-03/0"
"1010","00/A-099-D/094-H-05/0"
"1011","00/B-001-B/094-G-08/0"
"1012","00/B-012-I/094-G-01/0"
"1013","00/B-020-A/094-G-08/0"
"1014","00/B-029-D/094-H-03/0"
"1015","00/B-032-F/094-G-08/0"
"1016","00/B-033-D/094-H-04/0"
"1017","00/B-043-A/094-H-04/0"
"1018","00/B-072-F/094-H-03/0"
"1019","00/B-083-D/094-H-03/0"
"1020","00/B-092-G/094-G-08/0"
"1021","00/B-098-D/094-H-04/2"
"1022","00/C-005-E/094-H-03/2"
"1023","00/C-010-B/094-G-07/0"
"1024","00/C-013-H/094-G-08/0"
"1025","00/C-035-B/094-G-08/0"
"1026","00/C-037-K/094-H-03/0"
"1027","00/C-039-E/094-H-03/0"
"1028","00/C-042-A/094-H-04/2"
"1029","00/C-049-D/094-H-03/0"
"1030","00/C-058-B/094-G-02/0"
"1031","00/C-060-B/094-G-07/0"
"1032","00/C-063-K/094-G-02/0"
"1033","00/C-067-C/094-G-07/0"
"1034","00/C-069-K/094-G-02/0"
"1035","00/C-084-A/094-G-07/0"
"1036","00/C-092-G/094-G-08/2"
"1037","00/C-094-C/094-G-07/0"
"1038","00/D-001-B/094-G-08/0"
"1039","00/D-010-B/094-G-07/0"
"1040","00/D-016-D/094-H-03/0"
"1041","00/D-033-J/094-G-01/0"
"1042","00/D-046-I/094-G-01/0"
"1043","00/D-051-C/094-G-07/0"
"1044","00/D-064-A/094-H-04/0"
"1045","00/D-064-K/094-G-02/0"
"1046","00/D-082-A/094-G-02/0"
"1047","00/D-098-B/094-G-07/0"
"1048","02/B-093-K/094-G-02/0"
"1049","02/C-034-C/094-H-04/0"
"1050","02/C-039-D/094-H-03/0"
"1051","02/C-092-G/094-G-08/2"
"1052","02/D-001-B/094-G-08/0"
"1053","02/D-031-F/094-G-07/0"
"1054","02/D-046-H/094-G-08/0"
"1055","02/D-051-C/094-G-07/0"
"1056","02/D-064-K/094-G-02/0"
"1057","03/A-093-H/094-G-08/0"
"1058","03/A-099-D/094-H-05/0"
"1059","03/B-003-A/094-G-08/2"
"1060","03/B-093-K/094-G-02/0"
"1061","03/C-035-B/094-G-08/0"
"1062","03/D-046-D/094-G-08/0"
"1063","03/D-046-H/094-G-08/0"
"1064","03/D-081-F/094-G-07/0"
"1065","03/D-082-A/094-G-02/0"
