"","x"
"156","00/13-30-060-22W5/0"
"157","00/13-33-064-25W5/0"
"158","00/13-36-064-18W5/0"
"159","00/13-36-066-24W5/0"
"160","00/14-12-059-20W5/0"
"161","00/14-14-062-23W5/0"
"162","00/14-16-059-24W5/0"
"163","00/14-16-061-25W5/0"
"164","00/14-17-073-25W5/0"
"165","00/14-23-059-20W5/0"
"166","00/14-24-060-23W5/0"
"167","00/14-29-069-25W5/0"
"168","00/14-30-060-22W5/0"
"169","00/14-32-062-19W5/3"
"170","00/14-34-064-18W5/0"
"171","00/15-01-067-25W5/0"
"172","00/15-08-064-23W5/0"
"173","00/15-14-062-23W5/0"
"174","00/15-15-064-18W5/0"
"175","00/15-18-064-18W5/0"
"176","00/15-24-060-23W5/0"
"177","00/16-02-068-25W5/0"
"178","00/16-03-064-18W5/0"
"179","00/16-03-067-24W5/0"
"180","00/16-05-067-24W5/0"
"181","00/16-07-059-19W5/0"
"182","00/16-08-064-23W5/0"
"183","00/16-12-064-19W5/0"
"184","00/16-12-064-20W5/2"
"185","00/16-15-060-23W5/0"
"186","00/16-16-069-25W5/0"
"187","00/16-18-064-18W5/0"
"188","00/16-23-060-19W5/0"
"189","00/16-23-069-25W5/0"
"190","00/16-26-063-23W5/0"
"191","00/16-30-061-18W5/0"
"192","00/16-30-063-22W5/0"
"193","00/16-35-058-21W5/0"
"194","02/01-09-064-18W5/0"
"195","02/01-17-064-23W5/0"
"196","02/01-31-065-23W5/0"
"197","02/01-34-060-18W5/0"
"198","02/02-07-064-18W5/0"
"199","02/02-11-064-18W5/0"
"200","02/02-19-066-24W5/0"
"201","02/02-21-064-18W5/0"
"202","02/02-27-066-25W5/0"
"203","02/02-35-063-20W5/0"
"204","02/03-05-063-20W5/2"
"205","02/03-07-064-18W5/0"
"206","02/03-09-064-18W5/0"
"207","02/03-09-067-24W5/0"
"208","02/04-06-060-19W5/0"
"209","02/04-08-064-18W5/0"
"210","02/04-09-064-18W5/0"
"211","02/04-11-064-18W5/0"
"212","02/04-14-069-25W5/0"
"213","02/04-17-064-18W5/0"
"214","02/04-21-064-18W5/0"
"215","02/04-26-066-24W5/0"
"216","02/04-30-066-23W5/0"
"217","02/04-32-059-22W5/2"
"218","02/05-17-064-18W5/0"
"219","02/05-23-064-18W5/0"
"220","02/06-21-069-25W5/0"
"221","02/06-25-065-25W5/0"
"222","02/06-27-066-25W5/0"
"223","02/06-36-069-20W5/0"
"224","02/07-21-069-25W5/0"
"225","02/07-24-066-25W5/0"
"226","02/08-01-067-25W5/0"
"227","02/08-10-066-25W5/0"
"228","02/08-14-069-25W5/0"
"229","02/08-26-063-23W5/0"
"230","02/09-01-067-25W5/0"
"231","02/09-06-067-24W5/0"
"232","02/09-12-066-25W5/0"
"233","02/09-20-069-25W5/0"
"234","02/09-21-064-18W5/0"
"235","02/09-31-064-18W5/0"
"236","02/09-34-065-25W5/0"
"237","02/10-15-067-24W5/0"
"238","02/10-16-067-24W5/0"
"239","02/10-26-066-25W5/0"
"240","02/12-02-064-18W5/0"
"241","02/12-04-065-24W5/0"
"242","02/12-21-069-25W5/0"
"243","02/12-23-066-24W5/0"
"244","02/12-26-066-25W5/0"
"245","02/12-29-063-23W5/0"
"246","02/12-34-063-23W5/0"
"247","02/12-36-066-24W5/0"
"248","02/13-06-064-18W5/0"
"249","02/13-17-064-18W5/0"
"250","02/13-22-064-18W5/0"
"251","02/13-23-066-24W5/0"
"252","02/13-29-075-20W5/0"
"253","02/13-33-060-23W5/2"
"254","02/14-14-064-18W5/0"
"255","02/14-22-064-18W5/0"
"256","02/15-06-068-24W5/0"
"257","02/15-15-064-18W5/0"
"258","02/15-15-069-25W5/0"
"259","02/15-18-064-18W5/0"
"260","02/15-25-059-20W5/0"
"261","02/15-36-066-25W5/0"
"262","02/16-03-066-25W5/0"
"263","02/16-09-069-25W5/0"
"264","02/16-15-064-18W5/0"
"265","02/16-18-064-18W5/0"
"266","02/16-21-064-23W5/2"
"267","02/16-23-058-20W5/3"
"268","02/16-24-059-21W5/0"
"269","02/16-24-060-23W5/0"
"270","02/16-31-075-20W5/2"
"271","03/02-09-064-18W5/0"
"272","03/02-09-067-24W5/0"
"273","03/03-07-064-18W5/2"
"274","03/04-10-064-18W5/0"
"275","03/05-23-064-18W5/0"
"276","03/10-11-069-22W5/0"
"277","03/15-16-069-25W5/0"
"278","03/16-03-066-25W5/0"
"279","04/03-09-067-24W5/0"
"280","04/04-07-064-18W5/0"
"281","04/10-11-069-22W5/0"
"282","W0/13-02-064-18W5/0"
"283","00/01-01-077-21W5/0"
"284","00/01-05-076-20W5/0"
"285","00/01-07-076-20W5/0"
"286","00/01-12-064-05W6/0"
"287","00/01-12-067-06W6/0"
"288","00/01-15-077-21W5/0"
"289","00/01-17-067-05W6/0"
"290","00/01-25-076-21W5/0"
"291","00/01-33-075-20W5/0"
"292","00/01-35-061-04W6/0"
"293","00/01-35-082-26W5/0"
"294","00/02-07-061-02W6/0"
"295","00/02-07-071-03W6/2"
"296","00/02-08-085-24W5/3"
"297","00/02-24-078-21W5/0"
"298","00/02-25-071-05W6/0"
"299","00/02-35-076-21W5/0"
"300","00/03-04-064-04W6/0"
"301","00/03-08-064-05W6/0"
"302","00/03-10-066-05W6/2"
"303","00/03-20-078-21W5/0"
"304","00/03-24-070-09W6/0"
"305","00/03-32-076-21W5/2"
"306","00/04-05-076-20W5/0"
"307","00/04-05-077-21W5/0"
"308","00/04-06-076-20W5/0"
"309","00/04-09-064-04W6/0"
"310","00/04-09-078-21W5/0"
"311","00/04-12-076-21W5/0"
"312","00/04-16-065-03W6/0"
"313","00/04-19-064-04W6/0"
"314","00/04-24-076-21W5/0"
"315","00/04-27-069-05W6/0"
"316","00/04-32-064-03W6/0"
"317","00/04-33-075-20W5/0"
"318","00/05-02-068-04W6/0"
"319","00/05-03-078-21W5/0"
"320","00/05-04-078-21W5/0"
"321","00/05-05-076-20W5/0"
"322","00/05-18-076-20W5/0"
"323","00/05-24-068-09W6/0"
"324","00/05-26-063-05W6/0"
"325","00/05-28-077-20W5/0"
"326","00/06-27-063-05W6/0"
"327","00/06-31-069-09W6/0"
"328","00/06-31-076-20W5/0"
"329","00/07-04-064-04W6/0"
"330","00/07-09-068-05W6/0"
"331","00/07-10-064-05W6/0"
"332","00/07-16-076-20W5/0"
"333","00/07-17-076-20W5/0"
"334","00/07-24-086-26W5/0"
"335","00/07-34-076-21W5/0"
"336","00/08-01-076-21W5/0"
"337","00/08-04-076-20W5/0"
"338","00/08-06-076-20W5/0"
"339","00/08-24-076-21W5/0"
"340","00/08-25-071-05W6/0"
"341","00/08-26-078-21W5/0"
"342","00/08-29-064-04W6/2"
"343","00/09-01-076-21W5/0"
"344","00/09-05-076-20W5/0"
"345","00/09-05-078-21W5/2"
"346","00/09-12-064-04W6/0"
"347","00/09-13-076-21W5/0"
"348","00/09-17-078-21W5/0"
"349","00/09-25-063-03W6/4"
"350","00/09-30-076-20W5/0"
"351","00/10-01-064-05W6/0"
"352","00/10-08-078-21W5/0"
"353","00/10-18-063-04W6/0"
"354","00/10-32-083-23W5/0"
"355","00/11-04-078-21W5/0"
"356","00/11-18-078-20W5/0"
"357","00/11-23-077-21W5/2"
"358","00/12-01-068-04W6/0"
"359","00/12-05-076-20W5/0"
"360","00/12-14-077-20W5/0"
"361","00/12-15-076-20W5/0"
"362","00/12-19-076-20W5/0"
"363","00/12-21-081-25W5/0"
"364","00/12-26-063-05W6/0"
"365","00/12-29-079-22W5/0"
"366","00/12-30-063-04W6/0"
"367","00/12-32-075-20W5/0"
"368","00/12-35-067-04W6/0"
"369","00/13-01-076-21W5/0"
"370","00/13-21-076-20W5/0"
"371","00/13-29-079-22W5/0"
"372","00/13-33-077-21W5/0"
"373","00/13-34-076-21W5/0"
"374","00/13-34-077-21W5/0"
"375","00/13-35-067-04W6/0"
"376","00/13-35-076-21W5/0"
"377","00/14-02-063-06W6/0"
"378","00/14-04-078-21W5/0"
"379","00/14-05-085-24W5/0"
"380","00/14-11-069-09W6/0"
"381","00/14-14-066-05W6/0"
"382","00/14-20-063-04W6/0"
"383","00/14-21-065-03W6/0"
"384","00/14-21-085-24W5/0"
"385","00/14-28-083-23W5/0"
"386","00/14-29-079-22W5/0"
"387","00/14-29-083-23W5/0"
"388","00/14-30-065-03W6/2"
"389","00/14-32-083-23W5/0"
"390","00/14-33-064-04W6/0"
"391","00/14-34-065-06W6/0"
"392","00/15-05-078-21W5/0"
"393","00/15-06-076-20W5/0"
"394","00/15-10-062-03W6/0"
"395","00/15-17-078-21W5/0"
"396","00/15-18-063-04W6/0"
"397","00/16-07-078-21W5/0"
"398","00/16-10-064-05W6/0"
"399","00/16-13-076-21W5/0"
"400","00/16-17-076-20W5/0"
"401","00/16-21-085-24W5/0"
"402","00/16-23-078-21W5/0"
"403","00/16-25-063-06W6/0"
"404","00/16-28-065-02W6/2"
"405","00/16-30-083-23W5/0"
"406","00/16-33-063-04W6/0"
"407","00/16-33-075-20W5/0"
"408","02/01-01-076-21W5/0"
"409","02/01-03-078-21W5/0"
"410","02/01-04-076-20W5/0"
"411","02/01-04-077-21W5/0"
"412","02/01-12-064-05W6/0"
"413","02/01-29-067-04W6/0"
"414","02/03-11-066-05W6/0"
"415","02/03-30-071-04W6/0"
"416","02/04-01-068-04W6/0"
"417","02/04-02-071-09W6/0"
"418","02/04-17-076-20W5/0"
"419","02/04-22-078-21W5/2"
"420","02/04-34-061-03W6/2"
"421","02/05-05-077-21W5/0"
"422","02/05-12-076-21W5/0"
"423","02/05-24-063-05W6/0"
"424","02/05-33-075-20W5/0"
"425","02/08-05-081-24W5/0"
"426","02/08-34-063-05W6/0"
"427","02/09-06-076-20W5/0"
"428","02/09-17-076-20W5/0"
"429","02/09-33-075-20W5/0"
"430","02/11-17-078-21W5/0"
"431","02/12-17-076-20W5/0"
"432","02/13-01-068-04W6/0"
"433","02/13-01-076-21W5/0"
"434","02/13-09-066-03W6/0"
"435","02/13-34-063-04W6/2"
"436","02/13-36-062-05W6/0"
"437","02/13-36-067-04W6/0"
"438","02/14-13-066-04W6/2"
"439","02/14-17-078-21W5/0"
"440","02/15-04-078-21W5/0"
"441","02/15-13-064-05W6/0"
"442","02/15-20-077-21W5/0"
"443","02/15-28-065-03W6/0"
"444","02/15-33-063-04W6/0"
"445","02/15-36-079-23W5/0"
"446","02/16-02-068-04W6/0"
"447","02/16-10-064-05W6/0"
"448","02/16-31-065-03W6/0"
"449","02/16-32-075-20W5/0"
"450","03/04-22-064-05W6/0"
"451","03/04-35-063-05W6/0"
"452","03/05-22-064-05W6/0"
"453","03/11-17-078-21W5/0"
"454","03/12-22-064-05W6/0"
"455","03/12-24-063-05W6/0"
"456","03/14-30-063-05W6/2"
"457","03/16-21-081-25W5/0"
"458","04/03-30-064-04W6/0"
"459","05/04-22-064-05W6/0"
"460","06/12-16-064-05W6/0"
"461","06/16-19-079-22W5/0"
"462","00/01-05-076-09W6/0"
"463","00/01-07-075-07W6/0"
"464","00/01-14-077-15W6/0"
"465","00/01-15-078-11W6/0"
"466","00/01-16-076-09W6/0"
"467","00/01-18-077-10W6/0"
"468","00/01-19-074-08W6/2"
"469","00/01-19-078-11W6/0"
"470","00/01-21-075-12W6/0"
"471","00/01-25-076-12W6/0"
"472","00/01-27-072-05W6/0"
"473","00/01-27-074-08W6/0"
"474","00/01-27-076-13W6/0"
"475","00/01-28-077-15W6/0"
"476","00/01-29-077-15W6/0"
"477","00/02-03-077-14W6/0"
"478","00/02-13-078-12W6/0"
"479","00/02-16-078-11W6/0"
"480","00/02-18-076-13W6/0"
"481","00/02-21-071-10W6/0"
"482","00/02-28-074-08W6/0"
"483","00/03-27-075-06W6/0"
"484","00/03-32-078-11W6/0"
"485","00/04-14-077-15W6/0"
"486","00/04-23-074-08W6/0"
"487","00/05-02-076-12W6/0"
"488","00/05-03-076-06W6/0"
"489","00/05-03-078-11W6/0"
"490","00/05-17-078-11W6/0"
"491","00/05-25-077-12W6/0"
"492","00/05-31-076-12W6/0"
"493","00/05-34-077-15W6/0"
"494","00/05-35-075-06W6/0"
"495","00/05-35-078-12W6/0"
"496","00/06-18-077-10W6/0"
"497","00/06-27-075-06W6/0"
"498","00/07-30-078-11W6/0"
"499","00/08-02-076-06W6/0"
"500","00/08-04-076-13W6/0"
"501","00/08-15-076-01W6/0"
"502","00/08-15-076-13W6/0"
"503","00/08-20-076-12W6/0"
"504","00/08-27-078-12W6/0"
"505","00/08-30-075-05W6/0"
"506","00/08-36-075-06W6/0"
"507","00/09-02-076-06W6/0"
"508","00/09-18-078-11W6/0"
"509","00/09-20-077-15W6/0"
"510","00/09-24-075-03W6/0"
"511","00/09-27-078-12W6/0"
"512","00/09-30-078-11W6/0"
"513","00/10-35-078-12W6/0"
"514","00/11-18-078-11W6/0"
"515","00/11-27-078-11W6/0"
"516","00/11-35-078-12W6/0"
"517","00/12-02-076-12W6/0"
"518","00/12-05-077-14W6/0"
"519","00/12-12-077-15W6/0"
"520","00/12-18-078-11W6/0"
"521","00/12-20-076-12W6/0"
"522","00/12-23-078-12W6/0"
"523","00/12-29-078-11W6/0"
"524","00/12-30-076-12W6/0"
"525","00/12-30-077-11W6/0"
"526","00/12-31-075-05W6/0"
"527","00/12-31-077-11W6/0"
"528","00/12-33-076-13W6/0"
"529","00/12-34-077-15W6/0"
"530","00/13-01-078-12W6/0"
"531","00/13-04-077-14W6/0"
"532","00/13-08-077-12W6/0"
"533","00/13-09-078-11W6/0"
"534","00/13-13-077-08W6/2"
"535","00/13-14-075-12W6/0"
"536","00/13-16-076-10W6/0"
"537","00/13-17-078-11W6/0"
"538","00/13-23-075-06W6/0"
"539","00/13-26-077-12W6/0"
"540","00/13-26-078-12W6/0"
"541","00/13-32-078-13W6/0"
"542","00/13-33-076-13W6/0"
"543","00/13-34-078-12W6/0"
"544","00/14-03-072-09W6/0"
"545","00/14-03-078-11W6/0"
"546","00/14-17-078-11W6/0"
"547","00/15-04-076-13W6/0"
"548","00/15-25-075-09W6/0"
"549","00/15-26-075-09W6/0"
"550","00/15-27-077-15W6/0"
"551","00/15-32-074-08W6/0"
"552","00/15-32-075-09W6/0"
"553","00/15-36-075-06W6/0"
"554","00/16-02-078-12W6/0"
"555","00/16-02-078-15W6/0"
"556","00/16-03-078-11W6/0"
"557","00/16-09-076-13W6/0"
"558","00/16-15-075-13W6/2"
"559","00/16-17-077-12W6/2"
"560","00/16-18-076-13W6/0"
"561","00/16-22-074-08W6/0"
"562","00/16-25-075-06W6/0"
"563","00/16-27-077-15W6/0"
"564","00/16-32-075-09W6/0"
"565","02/01-15-076-01W6/0"
"566","02/01-20-077-11W6/0"
"567","02/01-29-077-10W6/0"
"568","02/03-14-078-11W6/0"
"569","02/04-09-077-14W6/0"
"570","02/05-02-076-12W6/0"
"571","02/05-08-076-10W6/0"
"572","02/05-14-077-15W6/0"
"573","02/07-07-077-13W6/0"
"574","02/07-25-078-12W6/0"
"575","02/08-09-076-12W6/0"
"576","02/08-14-077-12W6/0"
"577","02/08-14-078-12W6/0"
"578","02/08-18-078-11W6/0"
"579","02/08-24-077-12W6/0"
"580","02/09-18-076-12W6/0"
"581","02/09-27-078-12W6/2"
"582","02/09-30-078-11W6/0"
"583","02/12-17-076-12W6/0"
"584","02/13-02-078-12W6/0"
"585","02/13-08-078-11W6/0"
"586","02/13-15-076-01W6/0"
"587","02/13-17-076-12W6/0"
"588","02/13-26-078-12W6/0"
"589","02/13-29-076-12W6/0"
"590","02/14-08-078-11W6/0"
"591","02/14-23-077-07W6/2"
"592","02/14-30-077-11W6/0"
"593","02/15-08-078-11W6/0"
"594","02/15-13-077-15W6/0"
"595","02/16-17-074-08W6/0"
"596","02/16-20-077-10W6/0"
"597","02/16-20-077-15W6/0"
"598","02/16-28-074-08W6/0"
"599","03/01-14-078-11W6/0"
"600","03/01-16-076-13W6/2"
"601","03/01-18-076-12W6/0"
"602","03/02-14-078-11W6/0"
"603","03/04-14-076-01W6/0"
"604","03/07-30-078-11W6/0"
"605","03/08-09-076-12W6/0"
"606","03/08-15-075-09W6/0"
"607","03/09-27-078-12W6/0"
"608","03/12-17-076-12W6/0"
"609","03/13-25-077-07W6/0"
"610","03/13-26-078-12W6/0"
"611","03/14-29-078-11W6/0"
"612","03/16-19-077-10W6/0"
"613","03/16-32-074-08W6/0"
"614","04/14-29-078-11W6/0"
"615","04/16-15-076-01W6/0"
"616","W0/05-01-077-12W6/2"
"617","00/01-03-079-13W6/0"
"618","00/01-03-079-18W6/2"
"619","00/01-11-080-18W6/0"
"620","00/01-17-079-12W6/0"
"621","00/01-20-080-19W6/2"
"622","00/01-23-079-17W6/0"
"623","00/01-25-079-18W6/0"
"624","00/01-29-079-17W6/0"
"625","00/01-31-080-16W6/2"
"626","00/01-34-079-17W6/0"
"627","00/01-35-079-15W6/0"
"628","00/02-09-080-17W6/0"
"629","00/02-17-079-12W6/0"
"630","00/02-23-079-17W6/0"
"631","00/02-29-079-14W6/0"
"632","00/02-29-079-17W6/0"
"633","00/02-33-080-16W6/0"
"634","00/03-11-079-12W6/0"
"635","00/04-02-079-12W6/0"
"636","00/04-06-079-16W6/0"
"637","00/04-06-080-15W6/0"
"638","00/04-08-079-16W6/0"
"639","00/04-08-080-17W6/0"
"640","00/04-12-079-12W6/0"
"641","00/04-13-080-18W6/0"
"642","00/04-18-079-11W6/0"
"643","00/04-30-079-12W6/0"
"644","00/04-34-080-16W6/0"
"645","00/04-35-080-16W6/0"
"646","00/05-02-079-12W6/0"
"647","00/05-13-080-18W6/0"
"648","00/05-23-080-16W6/0"
"649","00/05-28-079-17W6/0"
"650","00/06-07-079-11W6/0"
"651","00/06-34-080-16W6/0"
"652","00/07-01-079-10W6/0"
"653","00/07-21-080-17W6/0"
"654","00/07-29-080-16W6/0"
"655","00/07-31-080-18W6/0"
"656","00/08-03-080-12W6/0"
"657","00/08-04-079-13W6/0"
"658","00/08-11-079-12W6/0"
"659","00/08-17-079-12W6/0"
"660","00/08-23-080-18W6/0"
"661","00/08-26-079-17W6/0"
"662","00/08-30-080-17W6/0"
"663","00/08-34-079-17W6/0"
"664","00/09-03-080-17W6/0"
"665","00/09-06-079-11W6/0"
"666","00/09-19-079-17W6/0"
"667","00/09-26-079-17W6/2"
"668","00/09-34-079-17W6/0"
"669","00/09-35-079-16W6/0"
"670","00/10-10-080-17W6/0"
"671","00/10-19-079-17W6/0"
"672","00/10-30-079-17W6/0"
"673","00/10-36-079-18W6/0"
"674","00/12-01-080-16W6/0"
"675","00/12-02-079-12W6/0"
"676","00/12-04-080-17W6/0"
"677","00/12-10-080-17W6/0"
"678","00/12-14-079-17W6/0"
"679","00/12-15-079-12W6/0"
"680","00/12-28-079-17W6/0"
"681","00/12-31-079-17W6/0"
"682","00/12-34-079-13W6/0"
"683","00/12-35-080-16W6/0"
"684","00/12-36-079-15W6/0"
"685","00/13-02-079-12W6/2"
"686","00/13-03-079-19W6/0"
"687","00/13-04-079-19W6/0"
"688","00/13-12-079-12W6/0"
"689","00/13-15-079-12W6/0"
"690","00/13-25-080-16W6/0"
"691","00/13-26-079-17W6/0"
"692","00/13-35-080-16W6/0"
"693","00/13-36-078-17W6/0"
"694","00/14-06-079-16W6/0"
"695","00/14-15-079-13W6/0"
"696","00/14-20-079-17W6/0"
"697","00/15-02-079-12W6/0"
"698","00/15-07-079-11W6/0"
"699","00/15-36-079-13W6/0"
"700","00/16-07-080-17W6/0"
"701","00/16-09-080-17W6/0"
"702","00/16-15-079-12W6/0"
"703","00/16-26-080-16W6/0"
"704","00/16-28-079-17W6/0"
"705","00/16-32-080-16W6/0"
"706","00/16-34-080-16W6/0"
"707","02/01-11-079-12W6/0"
"708","02/01-11-080-18W6/0"
"709","02/01-15-080-12W6/0"
"710","02/01-23-079-17W6/0"
"711","02/01-23-080-18W6/0"
"712","02/03-08-079-11W6/0"
"713","02/03-15-079-17W6/2"
"714","02/04-16-079-17W6/0"
"715","02/04-25-079-17W6/0"
"716","02/05-12-079-12W6/0"
"717","02/05-30-080-15W6/0"
"718","02/08-08-080-17W6/0"
"719","02/08-09-080-17W6/0"
"720","02/08-36-080-16W6/0"
"721","02/09-10-080-17W6/2"
"722","02/10-08-079-16W6/0"
"723","02/12-09-080-12W6/0"
"724","02/12-10-080-17W6/0"
"725","02/12-17-079-18W6/0"
"726","02/12-21-079-13W6/0"
"727","02/12-24-079-17W6/0"
"728","02/13-03-080-17W6/0"
"729","02/13-04-079-17W6/0"
"730","02/13-14-079-17W6/0"
"731","02/15-14-079-17W6/0"
"732","02/16-02-079-12W6/0"
"733","02/16-14-080-18W6/0"
"734","02/16-23-079-17W6/0"
"735","03/01-11-080-18W6/0"
"736","03/04-06-080-15W6/0"
"737","03/05-06-080-15W6/0"
"738","03/05-13-080-18W6/0"
"739","03/07-21-080-17W6/0"
"740","03/08-09-080-17W6/0"
"741","03/08-14-080-18W6/0"
"742","03/09-10-080-17W6/0"
"743","03/10-10-080-17W6/0"
"744","03/13-14-079-17W6/0"
"745","04/09-10-080-17W6/0"
"746","05/09-10-080-17W6/0"
"747","00/01-03-081-16W6/0"
"748","00/01-03-082-18W6/0"
"749","00/01-07-082-13W6/2"
"750","00/01-22-088-25W6/0"
"751","00/01-34-081-19W6/0"
"752","00/02-22-088-23W6/2"
"753","00/02-34-087-06W6/0"
"754","00/03-05-082-22W6/0"
"755","00/03-14-081-18W6/2"
"756","00/03-32-081-19W6/0"
"757","00/04-04-082-18W6/0"
"758","00/04-13-081-17W6/0"
"759","00/04-14-081-18W6/0"
"760","00/04-15-081-17W6/0"
"761","00/04-17-081-17W6/0"
"762","00/04-20-081-17W6/0"
"763","00/04-20-082-20W6/0"
"764","00/05-04-082-18W6/0"
"765","00/05-07-088-24W6/0"
"766","00/05-16-084-24W6/2"
"767","00/05-20-081-17W6/0"
"768","00/05-26-086-01W6/0"
"769","00/05-31-081-17W6/0"
"770","00/06-16-082-20W6/2"
"771","00/08-08-087-23W6/0"
"772","00/08-16-081-17W6/0"
"773","00/08-17-081-05W6/0"
"774","00/08-19-081-17W6/0"
"775","00/09-19-082-20W6/0"
"776","00/09-20-082-19W6/3"
"777","00/09-27-086-01W6/2"
