UWI,Zone,Fracs Placed,Per Frac Test Rate,Tonnage per Frac,Water per Frac,Average Pumping Rate,Average Breakdown Pressure (Mpa),Average Pumping Pressure (Mpa)
00/15-34-065-06W6/0,All Montney,19,,111.1968421,867.2817895,10.41372183,38.02161479,65.31475792
00/16-34-065-06W6/0,All Montney,19,,100,741.7463158,9.247368421,34.12882451,60.45221267
02/16-34-065-06W6/0,All Montney,19,,94.39473684,734.5526316,9.07074725,33.37117751,61.28349467
00/01-16-065-07W6/3,All Montney,16,,106.089875,943.725875,6.195,41.55167007,67.88
00/16-25-065-07W6/0,All Montney,22,,118,279.7909091,0.1,51.67577902,56.895
00/04-02-066-03W6/3,All Montney,25,,50,72.88,4.0488,49.304,38.444
00/02-08-066-03W6/0,All Montney,,,,,,,
00/16-08-066-03W6/2,All Montney,8,,131.25,236.6625,,,
02/13-09-066-03W6/0,All Montney,29,,61.44482759,86.75172414,1.297465336,42.70646027,38.43627074
00/16-10-066-03W6/2,All Montney,24,,60.71875,392.4204167,8.251850556,41.58731497,52.58642251
00/02-16-066-03W6/0,All Montney,27,,80,283.4407407,,,
00/14-09-066-04W6/2,All Montney,17,,56.02352941,155.0117647,3.553753036,49.88947708,37.55856102
00/02-13-066-04W6/0,All Montney,,,,,,,
02/14-13-066-04W6/2,All Montney,16,,80,104.1375,1.884107228,55.60283279,60.93415556
00/15-16-066-04W6/0,All Montney,,,,,,,
00/13-18-066-04W6/4,All Montney,7,,31,113.8571429,,,
02/16-23-066-04W6/0,All Montney,,,,,,,
00/05-29-066-04W6/0,All Montney,22,,46.75,173.4363636,3.560200231,53.47068108,42.27627372
00/04-33-066-04W6/0,All Montney,20,,55.2,154.17,,,
00/04-33-066-04W6/2,All Montney,1,,21,104.5,,,
00/04-33-066-04W6/3,All Montney,1,,30.1,110.2,,,
00/02-02-066-05W6/3,All Montney,30,,60.5625,169.285,,,
00/01-04-066-05W6/2,All Montney,22,,11.45,29.9495,,,
02/16-04-066-05W6/0,All Montney,1,,,28,,,
00/07-05-066-05W6/0,All Montney,18,,102.2222222,838.8877778,,,
03/08-05-066-05W6/0,All Montney,18,,100,755.4533333,8.710991632,43.13438585,50.75545767
00/07-06-066-05W6/0,All Montney,16,,100,805.18125,8.352711059,40.4765197,53.51388392
00/08-06-066-05W6/0,All Montney,16,,100,757.275625,10.14913795,46.08905166,66.43668377
00/13-07-066-05W6/0,All Montney,18,,101.8222222,762.5866667,10.00745819,31.08812688,52.35915958
00/15-07-066-05W6/0,All Montney,16,,100,783.0375,10.18754546,28.7415401,64.87437933
00/16-07-066-05W6/0,All Montney,24,,99.74566667,772.944375,8.653709428,28.68219824,56.19049536
00/13-08-066-05W6/0,All Montney,18,,100.5515,767.4470556,9.359473684,29.0302744,56.99003581
00/02-10-066-05W6/0,All Montney,,,,,,,
00/03-10-066-05W6/2,All Montney,16,,21,65.88125,,32.63963504,
00/03-10-066-05W6/3,All Montney,21,,70.11952381,153.947619,4.799653562,47.70883417,42.56663058
00/04-10-066-05W6/0,All Montney,17,,227,52.94705882,,,
00/04-10-066-05W6/2,All Montney,17,,70.17647059,166.7,4.394362699,45.22076416,39.23821388
02/02-11-066-05W6/2,All Montney,7,,26,77.15714286,,,
02/03-11-066-05W6/0,All Montney,22,,16,83.90952381,3.252380952,37.13333333,35.01904762
02/03-11-066-05W6/2,All Montney,18,,55.52222222,172.0722222,3.630759048,57.78538082,42.60318342
00/09-11-066-05W6/0,All Montney,,,,,,,
00/03-13-066-05W6/3,All Montney,6,,22.5,88.66666667,,33.8,
02/11-13-066-05W6/0,All Montney,1,1000,39.65,165.2,,39.5,
00/14-14-066-05W6/0,All Montney,22,,7.27,56.44545455,3.483939028,35.01109769,33.36969049
00/14-14-066-05W6/2,All Montney,21,,55,160.3904762,4.961730301,59.34685589,41.56596699
00/15-14-066-05W6/0,All Montney,16,,21,68.434375,,,
00/16-14-066-05W6/0,All Montney,16,,15,68.434375,,,
00/16-14-066-05W6/2,All Montney,21,,57.38095238,207.7666667,,,
02/16-15-066-05W6/0,All Montney,22,,16,72.43181818,3.45245614,37.45714286,36.42614035
02/16-15-066-05W6/2,All Montney,20,,56,155.705,4.910548794,52.59563919,40.48259529
00/05-20-066-05W6/0,All Montney,,,,,,,
00/03-24-066-05W6/0,All Montney,26,,13,63.46666667,3.32,39.83688671,36.36660009
00/03-24-066-05W6/2,All Montney,1,,7.2,170.3,8,46,52
00/03-24-066-05W6/3,All Montney,1,,20.4,103.6,3.5,34.4,24
00/03-24-066-05W6/4,All Montney,1,,20.53,107.1,2.8,50.5,21.4
00/03-24-066-05W6/5,All Montney,1,,23.59,81,3.8,27.4,22.3
00/04-24-066-05W6/0,All Montney,16,,10,404.15,2.722653061,53.66290801,54.26968741
00/13-25-066-05W6/0,All Montney,22,,11.45,70.4205,3.5,45.07526485,40.74958678
00/13-25-066-05W6/2,All Montney,19,,94.33684211,134.1736842,4.184717373,55.765,50.64097203
00/16-26-066-05W6/0,All Montney,22,,11,60.50454545,3.495454545,45.48636364,41.49090909
00/16-26-066-05W6/2,All Montney,18,,115.1805556,177.3388889,4.031818182,44.95028038,49.88181818
00/13-29-066-05W6/2,All Montney,20,,43.42,173.05,3.982064427,44.48741402,35.791115
00/13-32-066-05W6/0,All Montney,12,,75,548.6416667,,,
00/02-01-066-06W6/0,All Montney,14,400,102,556.5492308,7.509466507,36.19193119,41.47651766
00/04-02-066-06W6/0,All Montney,20,,100,122.81,3.819151535,46.35239964,47.1151942
00/05-02-066-06W6/0,All Montney,21,,100,806.5761905,10.79994273,34.14129802,67.94221017
00/12-02-066-06W6/0,All Montney,17,,100.0752941,127.2035294,3.666850855,51.33438217,49.60547354
00/13-02-066-06W6/0,All Montney,16,,101.67625,765.68125,11.36964995,44.53967172,69.60477748
00/04-05-066-06W6/0,All Montney,20,,100,808.455,,,
00/05-11-066-06W6/0,All Montney,17,,100,771.5411765,10.02183356,,67.70909877
02/12-11-066-06W6/0,All Montney,18,,100.3205556,118.6088889,3.576168031,50.76685215,48.42336658
00/13-11-066-06W6/0,All Montney,16,,100,739.754375,9.663546878,42.49806439,56.2441051
00/16-11-066-06W6/0,All Montney,1,535,180,393.47,,,
00/16-11-066-06W6/3,All Montney,,,,,,,
00/01-13-066-06W6/0,All Montney,25,,99.4,681.944,9.094881691,36.10315225,45.81048532
00/06-16-066-06W6/0,All Montney,1,200,,,,,
00/15-24-066-06W6/0,All Montney,12,,75,387.0183333,5.813604987,25.66062413,36.52818182
00/15-27-066-06W6/0,All Montney,12,,97.29166667,702.7083333,8.825338867,43.24166667,48.35528965
00/01-28-066-06W6/0,All Montney,20,,100,765.9425,10.59073078,40.39282087,66.61999774
00/03-30-066-06W6/2,All Montney,1,,,,,,
00/05-33-066-06W6/0,All Montney,16,,100,509.6875,8.494813004,49.12175756,56.89828878
00/04-35-066-06W6/0,All Montney,15,,53.46666667,170.7553333,3.544646102,63.10298357,51.91971424
00/13-36-066-06W6/0,All Montney,12,,100,799.05,8.466546744,39.66218703,48.64191981
02/04-17-066-07W6/0,All Montney,,,,,,,
00/15-18-066-07W6/2,All Montney,16,,110.074375,865.438125,9.540407113,38.68755259,66.51183762
00/14-20-066-07W6/2,All Montney,,,,,,,
W0/13-23-066-07W6/0,All Montney,16,,65,362.1875,,,
00/15-24-066-07W6/0,All Montney,12,,70,272.9325,2.538217409,38.89640365,46.49266777
02/09-27-066-07W6/0,All Montney,27,,58.7037037,386.4381481,7.805194075,39.36743969,56.23457196
03/09-27-066-07W6/0,All Montney,27,,65,411.7837037,,,
00/16-30-067-03W6/0,All Montney,27,,48.83333333,285.1481481,8.440209118,38.29623458,51.24624756
00/04-06-067-04W6/0,All Montney,18,,54.97222222,164.1222222,3.5,56.4279852,41.63224153
00/15-15-067-04W6/0,All Montney,33,,13.66424242,101.8727273,1.982342793,37.69450974,37.33734309
00/05-24-067-04W6/3,All Montney,30,,63,75.78666667,,,
00/16-25-067-04W6/0,All Montney,30,,44.9,68.47666667,4.39997201,40.92658487,37.478932
02/01-29-067-04W6/0,All Montney,14,,56.05335714,484.9907143,6.072691305,24.34046667,30.81150201
00/09-29-067-04W6/0,All Montney,16,,54.0765,359.0666875,6.008954843,25.65995065,28.68138283
00/13-32-067-04W6/0,All Montney,17,,55.02735294,373.0620588,5.998290726,28.74218744,25.73101267
00/14-34-067-04W6/0,All Montney,28,,79.17678571,215.4589286,3.971787569,28.85603125,23.17907131
00/12-35-067-04W6/0,All Montney,34,,50.05,321.7147059,5.028571429,32.16180713,28.57714286
00/13-35-067-04W6/0,All Montney,38,,42.78947368,220.9710526,3.971794872,30.58236695,23.80512821
00/05-36-067-04W6/0,All Montney,35,,36.51428571,97.29714286,2.4,38.98267751,26.50549935
00/12-36-067-04W6/0,All Montney,30,,62.78,72.43,4.855483871,47.32857143,44.38774194
02/13-36-067-04W6/0,All Montney,26,,30.07692308,90.07692308,3,35.11320239,25.3745828
03/13-36-067-04W6/0,All Montney,27,,34.28518519,115.9,3.053705302,31.23805777,19.87336788
00/04-02-067-05W6/0,All Montney,20,,57.805,264.015,3.50330935,69.20099051,57.36834742
00/04-02-067-05W6/2,All Montney,,,,,,,
00/01-17-067-05W6/0,All Montney,21,,61.1067619,136.9619048,1.686986301,42.09450316,52.83176761
00/06-17-067-05W6/0,All Montney,16,,61.091875,437.811875,4.342956807,41.49210548,47.02463926
00/11-17-067-05W6/0,All Montney,32,,64.3140625,352.5396875,6.408479737,36.72438383,48.11980848
02/11-17-067-05W6/0,All Montney,31,,65.06741935,334.7909677,6.968111128,33.71040587,46.32212545
00/01-33-067-05W6/3,All Montney,16,,70,339.225,,,
02/13-03-067-06W6/0,All Montney,,,,,,,
00/13-09-067-06W6/2,All Montney,27,,80.72222222,144.9040741,4.138769559,51.11513313,45.48886551
00/01-12-067-06W6/0,All Montney,13,,68.29230769,352.7069231,3.563236284,53.71610607,57.40702777
00/16-12-067-06W6/0,All Montney,,,,,,,
00/16-13-067-06W6/2,All Montney,27,,40,100.8155556,4.065398135,39.57318932,57.12870879
00/16-19-067-06W6/0,All Montney,20,,99.95,139.4485,4.58519361,48.62559554,53.61583838
00/05-32-067-06W6/0,All Montney,27,,65,327.4411111,,,
02/05-32-067-06W6/0,All Montney,27,,65,468.0925926,,,
00/01-07-067-07W6/0,All Montney,18,,73.10333333,892.7794444,8.031415144,45.12204502,59.64062101
02/04-08-067-07W6/0,All Montney,19,,97.75789474,851.8357895,,,
02/13-11-067-07W6/0,All Montney,18,,78,105.0333333,4.494200585,53.99306731,59.2569992
02/01-18-067-07W6/0,All Montney,,,,,,,
00/13-18-067-07W6/2,All Montney,15,,100.3,942.1866667,10.20613142,40.76521514,53.61793431
00/04-25-067-07W6/0,All Montney,,,,,,,
00/16-27-067-07W6/2,All Montney,22,,100,620.5236364,10.13245895,37.64565401,68.50209164
00/11-28-067-08W6/3,All Montney,18,,101.4928889,784.2711111,9.438821156,43.80363779,67.2217041
02/13-28-067-08W6/2,All Montney,,,,,,,
00/10-32-067-08W6/0,All Montney,,,,,,,
00/08-08-067-09W6/2,All Montney,13,,100,667.2692308,,,
00/14-08-067-09W6/0,All Montney,,,,,,,
00/08-16-068-02W6/2,All Montney,,,,,,,
02/04-01-068-04W6/0,All Montney,23,,33.73913043,117.7782609,3.024482262,28.16541814,18.36384456
00/12-01-068-04W6/0,All Montney,35,,34.02857143,110.32,2.381416939,33.45898553,26.56599503
02/13-01-068-04W6/0,All Montney,27,,48.81185185,370.4833333,5.484668546,21.23211151,24.78531092
00/15-01-068-04W6/0,All Montney,30,,62.83333333,66.91,4.985672296,44.29160564,42.17771135
00/05-02-068-04W6/0,All Montney,39,,38.84615385,169.6784615,,,
02/16-02-068-04W6/0,All Montney,39,,28.46153846,124.8179487,4.241416545,33.85615735,29.14685064
00/03-05-068-04W6/0,All Montney,17,,55.27252941,363.7311765,5.990583576,24.71912634,25.79902509
00/04-15-068-04W6/0,All Montney,39,,49.25128205,353.9666667,4.956795149,28.8257224,33.08818229
00/13-04-068-05W6/2,All Montney,28,,30,196.6342857,,,
00/07-09-068-05W6/0,All Montney,27,,60,229.5685185,2.024675922,40.35045368,57.48024313
00/08-09-068-05W6/0,All Montney,21,,54.24761905,440.0261905,5.249231423,46.36144035,50.84646891
00/13-12-068-05W6/0,All Montney,,,,,,,
00/13-23-068-05W6/0,All Montney,,,,,,,
00/14-23-068-05W6/0,All Montney,,,,,,,
00/05-24-068-05W6/2,All Montney,27,,51.93878444,84.01185185,4.490928749,43.08366309,45.78810926
00/14-27-068-05W6/2,All Montney,9,,180.18,1167.167778,9.005037359,52.98895501,49.25111462
00/01-16-068-06W6/0,All Montney,17,,112.2082353,970.4805882,6.887024168,42.46988586,64.13796371
00/16-01-068-07W6/0,All Montney,20,,100.2075,112.557,3.818686903,54.62080901,50.92307332
00/08-05-068-07W6/0,All Montney,18,,100,765.3511111,9.601898818,39.04802025,69.98742654
00/08-12-068-07W6/0,All Montney,26,,97.35576923,789.9044231,8.460520343,44.58316847,63.52622094
00/15-13-068-07W6/0,All Montney,1,,100,639.5,6.893559099,48.76249096,61.3926061
03/13-25-068-07W6/0,All Montney,18,,100,765.1833333,,,
00/02-30-068-07W6/2,All Montney,12,,100,649.9841667,10.86566654,31.6,60.81209659
00/12-30-068-07W6/0,All Montney,,,,,,,
00/09-01-068-08W6/0,All Montney,10,,139.3,667.519,9,43.87676441,43.08113165
00/16-06-068-08W6/0,All Montney,24,,100,742.635,,,
00/08-15-068-08W6/0,All Montney,16,,100,600.73875,,,
00/02-16-068-08W6/0,All Montney,,,,,,,
00/15-17-068-08W6/2,All Montney,16,,100,760.383125,,,
00/01-21-068-08W6/0,All Montney,24,,100,751.1941667,7.097722971,39.30980395,55.23357771
02/01-21-068-08W6/0,All Montney,24,,100,800.5620833,8.178364429,66.26,60.52880447
00/08-21-068-08W6/2,All Montney,24,,100,170.6979167,8.34584452,49.97498644,64.81646543
00/09-21-068-08W6/2,All Montney,21,,100,717.5471429,,,
02/15-21-068-08W6/0,All Montney,,,,,,,
00/16-21-068-08W6/0,All Montney,14,,109.2857143,533.7357143,,,
02/16-21-068-08W6/0,All Montney,,,,,,,
00/09-22-068-08W6/3,All Montney,11,454.5454545,98.5,126.8145455,3.285,45.78,39.13636364
00/11-23-068-08W6/0,All Montney,5,,130.84,844.002,11.44873782,52.24171867,59.61411727
00/03-28-068-08W6/0,All Montney,2,360,61.05,188.45,3.4,57.45691165,57
00/15-28-068-08W6/0,All Montney,16,,98.5,728.6025,9.53838964,46.27709391,62.44334786
00/07-29-068-08W6/0,All Montney,10,,107.38,1020.446154,8.254380612,45.41609206,35
00/15-29-068-08W6/0,All Montney,12,,124.1666667,962.2333333,10.42650433,53.4,50.53456217
00/11-31-068-08W6/0,All Montney,11,,80,470.3118182,,,
00/12-31-068-08W6/0,All Montney,14,,100,763.7714286,9.9765625,49.04113743,57.63268742
00/04-33-068-08W6/0,All Montney,23,,100,795.6443478,,,
00/05-33-068-08W6/0,All Montney,19,,92.91789474,353.2897368,4.566432492,39.69403644,47.94173913
00/15-36-068-08W6/0,All Montney,19,,129.6842105,858.0810526,9.581602741,34.5901069,61.23264405
00/13-15-068-09W6/0,All Montney,,,,,,,
00/05-24-068-09W6/0,All Montney,20,,100,806.2835,,,
00/14-36-068-09W6/0,All Montney,15,,100,622.0333333,9.486934662,44.11234341,49.85461373
02/08-20-069-02W6/0,All Montney,,,,,,,
00/14-20-069-02W6/2,All Montney,31,,20.58064516,99.77419355,3.056558481,35.90041956,27.9233284
00/04-27-069-05W6/0,All Montney,18,,83,103.1888889,,,
00/05-27-069-05W6/0,All Montney,18,,83,42.08722222,,,
00/12-27-069-05W6/0,All Montney,20,,61.75,100.56,1.275315235,46.18618818,44.78461118
02/13-27-069-05W6/0,All Montney,18,,60.54444444,134.6638889,2.93987706,,44.84901839
00/14-12-069-06W6/0,All Montney,27,,49.75940741,286.7361852,5.776813629,41.17187436,51.33786293
02/01-16-069-06W6/0,All Montney,19,,84.21736842,753.7336842,8.898925245,36.31934998,52.222975
00/01-07-069-07W6/2,All Montney,20,,100,786.4315,,,
00/13-23-069-07W6/0,All Montney,,,,,,,
00/04-24-069-07W6/2,All Montney,29,,59.85413793,77.81137931,3.795388406,45.47521952,49.90452812
00/01-01-069-08W6/2,All Montney,,,,,,,
00/13-03-069-08W6/0,All Montney,16,,104.13125,702.300625,8.245903153,48.98046278,64.78109098
02/13-03-069-08W6/0,All Montney,23,,99.98695652,767.31,10.33766336,,66.35791523
00/14-04-069-08W6/0,All Montney,16,,99.5625,834.166875,10.7,46.17058824,62.85625
00/02-06-069-08W6/0,All Montney,15,,98.61,863.0166667,,,
02/01-09-069-08W6/0,All Montney,25,,100.60456,774.05484,8.306834599,46.75410188,69.45375622
00/02-09-069-08W6/0,All Montney,15,,100,472.128,6.634313943,32.69294494,39.10281108
00/02-13-069-08W6/0,All Montney,,,,,,,
00/07-32-069-08W6/0,All Montney,20,,97.475,706.74,8.696460509,43.32287749,47.24727809
00/09-01-069-09W6/0,All Montney,15,,110,879.4,11.58692742,50.2,56.00854714
00/02-02-069-09W6/0,All Montney,18,,102.7777778,668.8333333,10.64975611,47.05,60.60381272
00/04-09-069-09W6/0,All Montney,11,,90.90909091,696.8181818,,,
00/05-10-069-09W6/0,All Montney,18,,100,667.6666667,,,
00/14-11-069-09W6/0,All Montney,15,,100,840.6866667,11.18958416,50.8,58.9691846
00/02-15-069-09W6/0,All Montney,16,,100,669.520625,,,
00/06-31-069-09W6/0,All Montney,8,750,105,644.5,,,
02/10-34-069-09W6/0,All Montney,5,1120,157,73.2,12.1114532,53.94598361,58.49704433
00/01-21-069-10W6/0,All Montney,12,,100,789.94,11.15170782,52.6,59.73040987
00/01-23-069-10W6/0,All Montney,,,,,,,
00/11-23-069-10W6/2,All Montney,14,,100,778,11.59285714,,57.45964048
00/15-31-069-10W6/0,All Montney,18,,100,526.5416667,7.005448137,34.83501122,41.73509895
00/05-26-070-07W6/0,All Montney,13,,207.6923077,1007.069231,,,
00/06-26-070-07W6/0,All Montney,14,,198.7921429,1066.764286,10.82660181,53.61147797,50.71282918
00/02-08-070-08W6/0,All Montney,21,,98.95428571,503.1552381,7.686728313,34.25076563,49.73605136
00/04-09-070-08W6/0,All Montney,26,,100,375.6538462,6.680930027,39.21267881,43.27556114
00/13-22-070-08W6/0,All Montney,,,,,,,
00/13-22-070-08W6/2,All Montney,21,,184.6673195,1033.40619,7.840709011,48.18163832,48.28795855
00/03-07-070-09W6/2,All Montney,1,250,,,,,
00/15-07-070-09W6/0,All Montney,21,,100,407.8657143,6.639474186,39.27120193,43.11348778
00/13-08-070-09W6/0,All Montney,15,,100,661.1286667,6.041174001,43.75495747,36.04010866
00/03-10-070-09W6/0,All Montney,14,,105,299.6971429,2.288101487,44.75846437,41.75119494
03/04-13-070-09W6/0,All Montney,20,,100,407.8805,7.149426404,30.435,35.95221909
04/04-13-070-09W6/0,All Montney,19,,100,418.5236842,6.867750203,30.6862645,34.61486938
00/06-13-070-09W6/0,All Montney,15,,105.03,254.5613333,2.940261251,34.74782609,41.78655171
00/13-13-070-09W6/0,All Montney,22,,100,755.2136364,8.664917792,29.53334608,49.19581522
00/05-17-070-09W6/0,All Montney,24,,98.95833333,394.75,6.972074815,37.69763836,43.4715136
00/01-19-070-09W6/0,All Montney,1,892.5,,,,,
00/03-24-070-09W6/0,All Montney,32,,100,544.2365625,7.684664831,36.9689143,50.54259077
02/03-24-070-09W6/0,All Montney,22,,149.5740909,944.3895455,8.839062449,32.79064879,51.07984615
00/07-24-070-09W6/0,All Montney,25,,149.574,894.496,7.676370928,42.93193581,47.22241408
00/02-25-070-09W6/0,All Montney,23,,101.026087,493.9256522,7.739310194,33.78210882,49.84838961
00/03-25-070-09W6/0,All Montney,31,,101.1251613,533.0793548,6.733721453,38.94033735,48.8280299
02/08-25-070-09W6/0,All Montney,23,,100.8969565,478.7056522,7.978028896,34.69453568,50.21596661
00/09-25-070-09W6/0,All Montney,21,,99.90666667,470.4264286,8.343363664,33.52700696,49.65406427
00/02-26-070-09W6/0,All Montney,14,,152,315.7519286,0.843941864,43.85616097,38.16734824
00/07-26-070-09W6/0,All Montney,12,,152,290.7308333,1.103125,36.60772727,33.41370139
00/03-27-070-09W6/0,All Montney,15,,100,276.1994,2.945148145,36.4090216,33.62703297
00/04-27-070-09W6/0,All Montney,22,,101.9272727,423.3509091,7.426955857,34.62414894,51.35777184
02/04-27-070-09W6/0,All Montney,21,,100.2266667,475.88,7.107348801,34.10444421,40.70810178
00/01-28-070-09W6/2,All Montney,12,514.1666667,130.925,224.06,2.391163514,39.67222222,36.1775776
03/01-28-070-09W6/0,All Montney,22,,100.2681818,432.9586364,7.036538846,28.5715344,38.52899046
02/02-28-070-09W6/0,All Montney,16,,102.060625,419.640625,8.79157407,34.5382268,49.50843222
00/13-29-070-09W6/0,All Montney,20,,100,492.6,,,
03/15-31-070-09W6/0,All Montney,21,,148.8204762,535.9261905,8.092593348,34.95190985,51.07692973
00/01-32-070-09W6/0,All Montney,,,,,,,
00/13-32-070-09W6/0,All Montney,10,,150,218.891,,,
00/01-33-070-09W6/0,All Montney,19,,150.0126316,954.9121053,8.943908775,29.81299188,51.40880219
00/15-33-070-09W6/0,All Montney,21,,100.9285714,781.1452381,8.458944535,38.13873829,48.45209
02/04-34-070-09W6/0,All Montney,17,,99.92705882,778.2264706,8.910872436,36.53417697,51.94114695
00/13-34-070-09W6/0,All Montney,10,,141.08,278.11,1.199237691,39.96590198,35.86301836
00/14-34-070-09W6/0,All Montney,32,,103.3753125,517.9403125,6.670421755,35.92264942,48.90585498
00/04-08-070-10W6/0,All Montney,15,,100,529.1533333,,,
00/14-12-070-10W6/2,All Montney,1,959,100,124,2.75,,38
00/01-13-070-10W6/0,All Montney,17,,150,292.923125,,,
02/11-15-070-10W6/0,All Montney,19,,98.10526316,447.4136842,6.702089647,40.10083395,41.75529977
00/08-25-070-10W6/2,All Montney,1,245,100,109.3,,,
00/02-07-071-03W6/2,All Montney,4,,25,39.45,,,
00/15-18-071-03W6/0,All Montney,12,,12.33333333,84.2475,,,
00/16-13-071-04W6/0,All Montney,15,,32.01267,79.59333,2.5,,20.72961313
02/03-30-071-04W6/0,All Montney,10,,43.41,129.94,2,26.29191935,20.28274588
00/04-30-071-04W6/0,All Montney,6,,30.33333333,94.06166667,1.2,41.7,24.6
00/15-30-071-04W6/2,All Montney,14,,42,145.1071,,,
00/02-25-071-05W6/0,All Montney,6,,26,77.28333333,,,
00/06-25-071-05W6/0,All Montney,10,,41,100.71,,,
00/08-25-071-05W6/0,All Montney,6,,30,84.39833333,,,
00/05-06-071-08W6/0,All Montney,16,,100.0625,172.7,3.334331572,28.22705986,28.90800014
02/11-06-071-08W6/0,All Montney,20,,99.89,414.0465,,29.02300032,35.86916288
02/14-06-071-08W6/0,All Montney,20,,102.845,421.27,7,30.7156014,35.25603034
00/13-07-071-08W6/0,All Montney,22,,100.8590909,443.0022727,6.481358097,30.86092615,31.94861623
00/03-18-071-08W6/0,All Montney,19,,100,471.9568421,5.966,32.17913556,37.045
02/04-02-071-09W6/0,All Montney,12,,218.9758333,968.9966667,7.039219855,39.39825555,40.08152832
00/05-02-071-09W6/0,All Montney,1,635,60,347,,,
02/05-02-071-09W6/0,All Montney,18,,100,412.835,8.891039137,33.08990851,49.73560653
